Sr No,date,startup,vertical,subvertical,city,investors,round,amount
2745,2015-06-29,StayGlad,Beauty services Mobile Marketplace,Undiscolsed,Bangalore,Tracxn Labs,Seed Funding,0.0
2745,2015-06-29,StayGlad,Beauty services Mobile Marketplace,Undiscolsed,Bangalore,Sahil Barua,Seed Funding,0.0
2746,2015-06-29,AdWyze,Marketing / Advertising Automation platform,Undiscolsed,Bangalore,Mape Advisory,Seed Funding,9.597
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Naveen Tiwari,Seed Funding,3.8388
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Mohit Saxena,Seed Funding,3.8388
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Amit Gupta,Seed Funding,3.8388
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Piyush Shah,Seed Funding,3.8388
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Manish Dugar,Seed Funding,3.8388
2748,2015-06-30,Buttercups,Online Lingerie platform,Undiscolsed,Bangalore,Kanwaljit Singh,Seed Funding,0.0
2748,2015-06-30,Buttercups,Online Lingerie platform,Undiscolsed,Bangalore,Angie Mahtaney,Seed Funding,0.0
2748,2015-06-30,Buttercups,Online Lingerie platform,Undiscolsed,Bangalore,Manoj Varghese,Seed Funding,0.0
2749,2015-06-30,RailYatri,Railways Information Mobile app,Undiscolsed,Bangalore,Helion Ventures,Private Equity,0.0
2749,2015-06-30,RailYatri,Railways Information Mobile app,Undiscolsed,Bangalore,Omidiyar Network,Private Equity,0.0
2749,2015-06-30,RailYatri,Railways Information Mobile app,Undiscolsed,Bangalore,Blume Ventures and Ujama,Private Equity,0.0
2750,2015-06-30,aagaar.com,Hyperlocal grocery delivery,Undiscolsed,Gurgaon,Group of Investors,Seed Funding,0.0
2751,2015-06-30,Flatchat,Flat rental Mobile App,Undiscolsed,Bangalore,Commonfloor,Private Equity,23.9925
2752,2015-06-30,MyCFO,Wealth Management Platform,Undiscolsed,Mumbai,Sameer Koticha,Private Equity,14.3955
2753,2015-05-01,Foodpanda,Online Food Delivery,Undiscolsed,Gurgaon,Goldman Sachs,Private Equity,959.7
2753,2015-05-01,Foodpanda,Online Food Delivery,Undiscolsed,Gurgaon,Rocket Internet,Private Equity,959.7
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Anand Vijay,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Nipun Dureja,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Satyajit Heeralal,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Keith Rodricks,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Gaurav Lochan,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Azmul Haque,Seed Funding,0.9597
2754,2015-05-01,Termsheet,Fund Raising Platform,Undiscolsed,Chennai,Nikhil Bagri,Seed Funding,0.9597
2755,2015-05-04,Applicate,Workforce Management Software,Undiscolsed,Bangalore,Rishi Vasudev,Seed Funding,5.27835
2755,2015-05-04,Applicate,Workforce Management Software,Undiscolsed,Bangalore,Amit Gupta,Seed Funding,5.27835
2755,2015-05-04,Applicate,Workforce Management Software,Undiscolsed,Bangalore,Rajiv Nayan,Seed Funding,5.27835
2756,2015-05-04,World Art Community,Online Art Marketplace,Undiscolsed,Gurgaon,Viraj Tyagi & others,Seed Funding,1.9194
2757,2015-05-04,SpoonJoy,Online Food Delivery,Undiscolsed,Bangalore,SAIF Partners,Seed Funding,9.597
2758,2015-05-05,Seed Schools,Affordable Education,Undiscolsed,Hyderabad,Acumen Fund,Seed Funding,6.23805
2759,2015-05-05,Ignis Careers,Career Development,Undiscolsed,Hyderabad,Acumen Fund,Seed Funding,2.39925
2760,2015-05-05,Square Yards,Real Estate Advisory,Undiscolsed,Gurgaon,Undisclosed Investors,Private Equity,57.582
2761,2015-05-05,Fintellix,Banking Analytics Platform,Undiscolsed,Bangalore,IDG Ventures,Private Equity,143.955
2761,2015-05-05,Fintellix,Banking Analytics Platform,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,143.955
2762,2015-05-05,Customer360,Customer Engagement Platform,Undiscolsed,Mumbai,Vishwas Patel,Seed Funding,0.0
2763,2015-05-06,Delhivery,Ecommerce Logistics,Undiscolsed,Gurgaon,Tiger Global Management,Private Equity,815.745
2763,2015-05-06,Delhivery,Ecommerce Logistics,Undiscolsed,Gurgaon,Multiples Alternate Asset Management,Private Equity,815.745
2763,2015-05-06,Delhivery,Ecommerce Logistics,Undiscolsed,Gurgaon,Nexus Venture Partners,Private Equity,815.745
2763,2015-05-06,Delhivery,Ecommerce Logistics,Undiscolsed,Gurgaon,Times Internet,Private Equity,815.745
2764,2015-05-06,Swiggy,Online Food Delivery,Undiscolsed,Bangalore,Norwest Venture Partners,Private Equity,143.955
2765,2015-05-07,Uniphore,Speech Recognition Solutions,Undiscolsed,Chennai,IDG Ventures,Private Equity,0.0
2765,2015-05-07,Uniphore,Speech Recognition Solutions,Undiscolsed,Chennai,Kris Gopalakrishnan,Private Equity,0.0
2766,2015-05-07,Box8,Online Food Delivery,Undiscolsed,Mumbai,Mayfield Ventures,Private Equity,33.5895
2767,2015-05-07,Toppr,Online Education Platform,Undiscolsed,Mumbai,Fidelity Growth Partners India,Private Equity,95.97
2767,2015-05-07,Toppr,Online Education Platform,Undiscolsed,Mumbai,SAIF Partners,Private Equity,95.97
2767,2015-05-07,Toppr,Online Education Platform,Undiscolsed,Mumbai, Helion Ventures,Private Equity,95.97
2768,2015-05-07,Vedantu,Online Education Platform,Undiscolsed,Bangalore,Accel Partners,Private Equity,47.985
2768,2015-05-07,Vedantu,Online Education Platform,Undiscolsed,Bangalore,Tiger Global Management,Private Equity,47.985
2769,2015-05-08,BuyHatke,Online Product Comparison,Undiscolsed,Bangalore,S.Gopalakrishnan,Seed Funding,9.597
2769,2015-05-08,BuyHatke,Online Product Comparison,Undiscolsed,Bangalore,Beenos,Seed Funding,9.597
2770,2015-05-08,KleverKid,Online Education Platform,Undiscolsed,New Delhi,Aarin Capital Partners,Seed Funding,0.0
2771,2015-05-08,Uniken,Online Security Platform,Undiscolsed,Pune,Exfinity Ventures,Private Equity,19.194
2772,2015-05-08,GrandOpinion,Online Medical Diagnostic,Undiscolsed,New Delhi,Florida based Angel investor,Seed Funding,1.43955
2773,2015-05-08,HealthifyMe,Health & Fitness App,Undiscolsed,Bangalore,Micromax Informatics,Private Equity,0.0
2774,2015-05-12,ZapStitch,Cloud Data Integration Platform,Undiscolsed,Bangalore,Helion Venture Partners,Private Equity,19.194
2774,2015-05-12,ZapStitch,Cloud Data Integration Platform,Undiscolsed,Bangalore,Orios Venture Partners,Private Equity,19.194
2775,2015-05-12,Wassup,Mobile Laundry Cleaning Service,Undiscolsed,Chennai,Arun Chandra Mohan,Private Equity,19.194
2775,2015-05-12,Wassup,Mobile Laundry Cleaning Service,Undiscolsed,Chennai,Praveen Sinha,Private Equity,19.194
2776,2015-05-12,Mobiefit,Mobile Fitness App,Undiscolsed,Goa,Prototyze,Seed Funding,0.0
2777,2015-05-12,Plancess,Online Education Platform,Undiscolsed,Mumbai,Rajendra Gogri,Seed Funding,19.194
2777,2015-05-12,Plancess,Online Education Platform,Undiscolsed,Mumbai, Chandrakant Gogri,Seed Funding,19.194
2778,2015-05-12,WorkHorse,Service-On-Demand Mobile App,Undiscolsed,Mumbai,Undisclosed Investors,Seed Funding,0.0
2779,2015-05-13,Innovaccer,Intelligent Data Analytics,Undiscolsed,Noida,Rajan Anandan,Seed Funding,0.0
2779,2015-05-13,Innovaccer,Intelligent Data Analytics,Undiscolsed,Noida,Teru Sato,Seed Funding,0.0
2779,2015-05-13,Innovaccer,Intelligent Data Analytics,Undiscolsed,Noida,Aneesh Reddy,Seed Funding,0.0
2779,2015-05-13,Innovaccer,Intelligent Data Analytics,Undiscolsed,Noida,Venkatesh Valluri,Seed Funding,0.0
2780,2015-05-13,MyCuteOffice,Online Office Rental,Undiscolsed,Mumbai,Lead Angels,Seed Funding,0.0
2781,2015-05-14,IndianRoots.com,Lifestyle Ecommerce Portal,Undiscolsed,Gurgaon,KJS Group,Private Equity,47.985
2782,2015-05-14,RedPolka,Online Fashion Aggregator,Undiscolsed,Mumbai,Undisclosed Investors,Seed Funding,2.39925
2783,2015-05-15,Venturesity,Online Job skills Showcase,Undiscolsed,Bangalore,Phanindra Sama,Seed Funding,2.59119
2783,2015-05-15,Venturesity,Online Job skills Showcase,Undiscolsed,Bangalore,Jay Sethuram,Seed Funding,2.59119
2783,2015-05-15,Venturesity,Online Job skills Showcase,Undiscolsed,Bangalore,Hemant Kanakia,Seed Funding,2.59119
2783,2015-05-15,Venturesity,Online Job skills Showcase,Undiscolsed,Bangalore,Ravi Trivedi,Seed Funding,2.59119
2784,2015-05-18,TheBetterIndia.com,Online News Media,Undiscolsed,Bangalore,Mohandas Pai,Seed Funding,0.0
2785,2015-05-18,Awaaz De,Enterprise Communication Platform,Undiscolsed,Ahmedabad,Samir Shah,Seed Funding,0.0
2786,2015-05-19,Chaayos,Offline Tea Chain,Undiscolsed,New Delhi,Tiger Global Management,Private Equity,9.597
2787,2015-05-19,Akosha,Business Messaging App,Undiscolsed,New Delhi,Sequoia Capital,Private Equity,153.552
2788,2015-05-19,Cooey,Health Mobile App,Undiscolsed,Bangalore,Subhash Goyal,Seed Funding,4.51059
2789,2015-05-19,MeetUniv,Online Ed-Tech Platform,Undiscolsed,Noida,Peesh Venture Capital,Seed Funding,9.597
2790,2015-05-19,Inspirock,Online Travel Planning,Undiscolsed,Undiscolsed,MakeMyTrip Innovation Fund,Private Equity,0.0
2791,2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,Undiscolsed,Gurgaon,Accel Partners,Private Equity,52.7835
2791,2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,Undiscolsed,Gurgaon,Helion Venture Partners,Private Equity,52.7835
2792,2015-05-19,Trucksfirst,Trucking Logistic Operations,Undiscolsed,Gurgaon,SAIF partners,Private Equity,95.97
2793,2015-05-20,Lookup,B2C Messaging App,Undiscolsed,Bangalore,Biz Stone,Private Equity,28.791
2794,2015-05-21,SunTerrace,Rooftop Solar Plants,Undiscolsed,New Delhi,Sunergy Investors,Private Equity,0.0
2795,2015-05-22,Nudgespot,Customer Engagement Platform,Undiscolsed,Bangalore,Kae Capital,Seed Funding,5.998125
2795,2015-05-22,Nudgespot,Customer Engagement Platform,Undiscolsed,Bangalore,Anoop Goyal,Seed Funding,5.998125
2795,2015-05-22,Nudgespot,Customer Engagement Platform,Undiscolsed,Bangalore,Mike Shah,Seed Funding,5.998125
2795,2015-05-22,Nudgespot,Customer Engagement Platform,Undiscolsed,Bangalore,VA Sastry,Seed Funding,5.998125
2796,2015-05-22,CarDekho,Online Car Portal,Undiscolsed,Jaipur,HDFC Bank,Private Equity,0.0
2797,2015-05-22,EveningFlavors,Online Table Reservation,Undiscolsed,Bangalore,Sandiep Shrivatsava,Seed Funding,4.7985
2798,2015-05-25,Razorpay,Online Payment Gateway,Undiscolsed,Bangalore,Punit Soni,Seed Funding,0.0
2799,2015-05-25,ZenParent,Parents focused Web Content,Undiscolsed,Bangalore,i2india Ventures,Seed Funding,4.7985
2800,2015-05-25,Newgen Payments,Payments Solution Provider,Undiscolsed,New Delhi,Jan Manten,Seed Funding,0.0
2801,2015-05-26,UrbanPro,On-demand Service marketplace,Undiscolsed,Bangalore,Nirvana Venture Advisors,Private Equity,19.194
2802,2015-05-26,Goodbox,On-Demand Business messaging,Undiscolsed,Bangalore,Manipal Group,Seed Funding,1.9194
2803,2015-05-26,Renderlogy,Online Home D\\xc3\\xa9cor,Undiscolsed,Hyderabad,Astarc Ventures,Private Equity,9.597
2804,2015-05-27,Postman,API Workflow platform,Undiscolsed,Bangalore,Nexus Venture Partners,Seed Funding,9.597
2805,2015-05-27,Casa2inns,Affordable Hotel Booking Online,Undiscolsed,New Delhi,Accel Partners,Private Equity,47.985
2805,2015-05-27,Casa2inns,Affordable Hotel Booking Online,Undiscolsed,New Delhi,Kalaari Capital,Private Equity,47.985
2806,2015-05-27,FleetRover,Logistics Intelligence,Undiscolsed,Goa,Tim Chen,Seed Funding,1.72746
2806,2015-05-27,FleetRover,Logistics Intelligence,Undiscolsed,Goa,Sanjay Venkat,Seed Funding,1.72746
2807,2015-05-28,TheKarrier,Last Mile Logistics,Undiscolsed,Bangalore,Sol Primero,Seed Funding,2.30328
2807,2015-05-28,TheKarrier,Last Mile Logistics,Undiscolsed,Bangalore,Outbox Ventures,Seed Funding,2.30328
2807,2015-05-28,TheKarrier,Last Mile Logistics,Undiscolsed,Bangalore,Nikunj Jain,Seed Funding,2.30328
2808,2015-05-28,Zoomcar,Self-driven Car rental,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,47.985
2809,2015-05-28,Truweight,Weight Management Service,Undiscolsed,Hyderabad,Kalaari Capital,Private Equity,0.0
2810,2015-05-30,Ather Energy,Electric Scooter Manufacturer,Undiscolsed,Bangalore,Tiger Global,Private Equity,115.164
2811,2015-04-03,Swiggy,Online Food Delivery,Undiscolsed,Bangalore,Accel Partners,Private Equity,19.194
2811,2015-04-03,Swiggy,Online Food Delivery,Undiscolsed,Bangalore,SAIF Partners,Private Equity,19.194
2812,2015-04-04,Bluegape,Web Content Publishing,Undiscolsed,Gurgaon,Rudy Gopalakrishnan,Seed Funding,1.9194
2812,2015-04-04,Bluegape,Web Content Publishing,Undiscolsed,Gurgaon,ah! Ventures,Seed Funding,1.9194
2813,2015-04-04,KeepTrax,Location Based App,Undiscolsed,Dallas / Hyderabad,Undiscolsed,Seed Funding,9.597
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,Rajesh Sawheny,Seed Funding,1.15164
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,Rajan Anandan,Seed Funding,1.15164
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,Amit Ranjan,Seed Funding,1.15164
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,Niraj Singh,Seed Funding,1.15164
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,AECAL,Seed Funding,1.15164
2814,2015-04-06,InstaLively,Video Streaming,Undiscolsed,New Delhi,MeraEvents.,Seed Funding,1.15164
2815,2015-04-07,Pricejugaad,Price Comparison,Undiscolsed,Hyderabad,Amit Tyagi,Seed Funding,1.583505
2815,2015-04-07,Pricejugaad,Price Comparison,Undiscolsed,Hyderabad,Sandeep Acharya & others,Seed Funding,1.583505
2816,2015-04-07,Quikr,Online Classifieds,Undiscolsed,Mumbai,Tiger Global,Private Equity,1439.55
2816,2015-04-07,Quikr,Online Classifieds,Undiscolsed,Mumbai,Investment AB Kinnevik,Private Equity,1439.55
2816,2015-04-07,Quikr,Online Classifieds,Undiscolsed,Mumbai,Steadview Capital,Private Equity,1439.55
2817,2015-04-07,PressPlay,Travel Entertainment,Undiscolsed,New Delhi,Sequoia Capital,Seed Funding,21.1134
2817,2015-04-07,PressPlay,Travel Entertainment,Undiscolsed,New Delhi,Jason Hirschhorn,Seed Funding,21.1134
2817,2015-04-07,PressPlay,Travel Entertainment,Undiscolsed,New Delhi,Jarett Posner,Seed Funding,21.1134
2817,2015-04-07,PressPlay,Travel Entertainment,Undiscolsed,New Delhi,and Amit Bhatiani,Seed Funding,21.1134
2818,2015-04-07,LogiNext,Logistics Tech,Undiscolsed,Mumbai,Ajit Surana,Seed Funding,0.0
2818,2015-04-07,LogiNext,Logistics Tech,Undiscolsed,Mumbai,Sanjay Mehta,Seed Funding,0.0
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune,Silicon Valley Ventures,Private Equity,95.97
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune,NEA Ventures,Private Equity,95.97
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune,Valiant Capital,Private Equity,95.97
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune,IDG Ventures India,Private Equity,95.97
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune, SAIF Partners,Private Equity,95.97
2819,2015-04-08,FirstCry.com,eCommerce,Undiscolsed,Pune,Vertex Ventures,Private Equity,95.97
2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,Undiscolsed,Gurgaon,Tree Line Asia,Private Equity,239.925
2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,Undiscolsed,Gurgaon,Cisco Investments,Private Equity,239.925
2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,Undiscolsed,Gurgaon,American Express,Private Equity,239.925
2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,Undiscolsed,Gurgaon,Sequoia Capital,Private Equity,239.925
2821,2015-04-08,Olacabs,Cab Aggregator,Undiscolsed,Bangalore,DST Global,Private Equity,3838.8
2821,2015-04-08,Olacabs,Cab Aggregator,Undiscolsed,Bangalore,Steadview Capital,Private Equity,3838.8
2821,2015-04-08,Olacabs,Cab Aggregator,Undiscolsed,Bangalore,Tiger Global,Private Equity,3838.8
2821,2015-04-08,Olacabs,Cab Aggregator,Undiscolsed,Bangalore,Accel Partners & Others,Private Equity,3838.8
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Undiscolsed,New Delhi,Ajai Chowdhry,Seed Funding,1.9194
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Undiscolsed,New Delhi,Ashvin Chadha,Seed Funding,1.9194
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Undiscolsed,New Delhi,Yogesh Bansal,Seed Funding,1.9194
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Undiscolsed,New Delhi,Nitin Singhal & Others,Seed Funding,1.9194
2823,2015-04-09,Bonhomia,Premium Beverages,Undiscolsed,New Delhi,Kanwaljit Singh,Seed Funding,19.194
2823,2015-04-09,Bonhomia,Premium Beverages,Undiscolsed,New Delhi,Shripad Nadkarni,Seed Funding,19.194
2823,2015-04-09,Bonhomia,Premium Beverages,Undiscolsed,New Delhi,Sarvesh Shahra & Others,Seed Funding,19.194
2824,2015-04-09,Changer Mints,Digital / Mobile Wallet,Undiscolsed,Kolkata,Hyderabad based investor,Seed Funding,1.583505
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,479.85
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Undiscolsed,Bangalore,TR Capital,Private Equity,479.85
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Undiscolsed,Bangalore,Steadview Capital,Private Equity,479.85
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Undiscolsed,Bangalore,SAIF Partners,Private Equity,479.85
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Undiscolsed,Bangalore,Kalaari Capital,Private Equity,479.85
2826,2015-04-09,Purple Squirrel,Ed-Tech,Undiscolsed,Mumbai,Matrix Partners India,Private Equity,0.0
2826,2015-04-09,Purple Squirrel,Ed-Tech,Undiscolsed,Mumbai,India Quotient,Private Equity,0.0
2827,2015-04-10,Whatfix,Interactive How-To Guides,Undiscolsed,Bangalore,Helion Venture Partner,Seed Funding,8.6373
2827,2015-04-10,Whatfix,Interactive How-To Guides,Undiscolsed,Bangalore,Powerhouse Ventures,Seed Funding,8.6373
2827,2015-04-10,Whatfix,Interactive How-To Guides,Undiscolsed,Bangalore,GSF and Other angel investors,Seed Funding,8.6373
2828,2015-04-10,iMMi Life,Mobile Health Tech,Undiscolsed,Chennai,Unitus Seed Fund,Seed Funding,0.0
2829,2015-04-11,Zomato,Restaurant Reviews,Undiscolsed,Gurgaon,Info Edge (India),Private Equity,239.925
2830,2015-04-13,ZopNow,Online Grocer,Undiscolsed,Bangalore,Dragoneer Investment,Private Equity,95.97
2830,2015-04-13,ZopNow,Online Grocer,Undiscolsed,Bangalore,Accel Partners,Private Equity,95.97
2830,2015-04-13,ZopNow,Online Grocer,Undiscolsed,Bangalore,Qualcomm Ventures,Private Equity,95.97
2830,2015-04-13,ZopNow,Online Grocer,Undiscolsed,Bangalore,Times Internet,Private Equity,95.97
2831,2015-04-13,Nayi Disha,Ed-Tech,Undiscolsed,New Delhi,Ajay Relan,Seed Funding,2.8791
2831,2015-04-13,Nayi Disha,Ed-Tech,Undiscolsed,New Delhi,,Seed Funding,2.8791
2832,2015-04-13,The Porter,Logistics Tech,Undiscolsed,Mumbai,Kae Capital,Seed Funding,4.7985
2833,2015-04-13,Commeasure,Online Hotel Booking,Undiscolsed,Noida,Jungle Ventures,Seed Funding,9.597
2834,2015-04-13,Capricoast,Online Kitchen Furniture,Undiscolsed,Bangalore,Accel Partners India,Seed Funding,11.99625
2835,2015-04-14,LocalOye,Hyper-local Online Services,Undiscolsed,Mumbai,Tiger Global Management,Private Equity,47.985
2835,2015-04-14,LocalOye,Hyper-local Online Services,Undiscolsed,Mumbai,Lightspeed Venture Partners,Private Equity,47.985
2836,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Undiscolsed,Gurgaon,Tiger Global,Private Equity,335.895
2836,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Undiscolsed,Gurgaon,Sequoia Capital,Private Equity,335.895
2837,2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,Undiscolsed,Gurgaon,SAIF Partners,Private Equity,95.97
2837,2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,Undiscolsed,Gurgaon,Sequoia Capital,Private Equity,95.97
2838,2015-04-15,PolicyBazaar,Online Policy Aggregator,Undiscolsed,Gurgaon,PremjiInvest,Private Equity,383.88
2838,2015-04-15,PolicyBazaar,Online Policy Aggregator,Undiscolsed,Gurgaon,Tiger Global,Private Equity,383.88
2838,2015-04-15,PolicyBazaar,Online Policy Aggregator,Undiscolsed,Gurgaon,Ribbit Capital,Private Equity,383.88
